dashboard_category,indicator,metric,geography,period,dimension_values,value_raw,value_readable,value_unit,rank_descending_within_source,source_country_count,source_chapter,source_figure,source_csv,source_chart_pdf,relevance_note,original_fields_json
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/18,"{""date"": ""12/1/18""}",0.09323,0.0932,index,14,45,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/18"", ""relative_ai_hiring_index"": ""0.09323""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/19,"{""date"": ""12/1/19""}",0.00113,0.0011,index,25,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/19"", ""relative_ai_hiring_index"": ""0.00113""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/20,"{""date"": ""12/1/20""}",0.14919,0.1492,index,7,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/20"", ""relative_ai_hiring_index"": ""0.14919""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/21,"{""date"": ""12/1/21""}",-0.15808,-0.1581,index,41,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/21"", ""relative_ai_hiring_index"": ""-0.15808""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/22,"{""date"": ""12/1/22""}",-0.0086,-0.0086,index,8,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/22"", ""relative_ai_hiring_index"": ""-0.0086""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/23,"{""date"": ""12/1/23""}",0.07735,0.0774,index,11,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/23"", ""relative_ai_hiring_index"": ""0.07735""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/24,"{""date"": ""12/1/24""}",0.05736,0.0574,index,32,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/24"", ""relative_ai_hiring_index"": ""0.05736""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,12/1/25,"{""date"": ""12/1/25""}",0.09931,0.0993,index,16,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""12/1/25"", ""relative_ai_hiring_index"": ""0.09931""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/18,"{""date"": ""2/1/18""}",-0.03708,-0.0371,index,37,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/18"", ""relative_ai_hiring_index"": ""-0.03708""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/19,"{""date"": ""2/1/19""}",0.34541,0.3454,index,2,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/19"", ""relative_ai_hiring_index"": ""0.34541""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/20,"{""date"": ""2/1/20""}",-0.09067,-0.0907,index,38,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/20"", ""relative_ai_hiring_index"": ""-0.09067""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/21,"{""date"": ""2/1/21""}",-0.01197,-0.012,index,33,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/21"", ""relative_ai_hiring_index"": ""-0.01197""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/22,"{""date"": ""2/1/22""}",-0.01696,-0.017,index,13,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/22"", ""relative_ai_hiring_index"": ""-0.01696""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/23,"{""date"": ""2/1/23""}",0.01242,0.0124,index,5,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/23"", ""relative_ai_hiring_index"": ""0.01242""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/24,"{""date"": ""2/1/24""}",0.03095,0.0309,index,20,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/24"", ""relative_ai_hiring_index"": ""0.03095""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,2/1/25,"{""date"": ""2/1/25""}",0.04517,0.0452,index,37,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""2/1/25"", ""relative_ai_hiring_index"": ""0.04517""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/18,"{""date"": ""3/1/18""}",0.261,0.261,index,7,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/18"", ""relative_ai_hiring_index"": ""0.261""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/19,"{""date"": ""3/1/19""}",0.19463,0.1946,index,6,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/19"", ""relative_ai_hiring_index"": ""0.19463""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/20,"{""date"": ""3/1/20""}",-0.07567,-0.0757,index,40,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/20"", ""relative_ai_hiring_index"": ""-0.07567""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/21,"{""date"": ""3/1/21""}",0.00016,0.0002,index,26,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/21"", ""relative_ai_hiring_index"": ""0.00016""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/22,"{""date"": ""3/1/22""}",0.06571,0.0657,index,5,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/22"", ""relative_ai_hiring_index"": ""0.06571""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/23,"{""date"": ""3/1/23""}",-0.07189,-0.0719,index,19,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/23"", ""relative_ai_hiring_index"": ""-0.07189""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/24,"{""date"": ""3/1/24""}",0.08053,0.0805,index,14,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/24"", ""relative_ai_hiring_index"": ""0.08053""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,3/1/25,"{""date"": ""3/1/25""}",-0.00324,-0.0032,index,42,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""3/1/25"", ""relative_ai_hiring_index"": ""-0.00324""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/18,"{""date"": ""4/1/18""}",0.07308,0.0731,index,17,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/18"", ""relative_ai_hiring_index"": ""0.07308""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/19,"{""date"": ""4/1/19""}",0.18461,0.1846,index,5,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/19"", ""relative_ai_hiring_index"": ""0.18461""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/20,"{""date"": ""4/1/20""}",0.03777,0.0378,index,31,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/20"", ""relative_ai_hiring_index"": ""0.03777""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/21,"{""date"": ""4/1/21""}",-0.03175,-0.0318,index,21,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/21"", ""relative_ai_hiring_index"": ""-0.03175""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/22,"{""date"": ""4/1/22""}",-0.01613,-0.0161,index,13,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/22"", ""relative_ai_hiring_index"": ""-0.01613""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/23,"{""date"": ""4/1/23""}",-0.1038,-0.1038,index,28,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/23"", ""relative_ai_hiring_index"": ""-0.1038""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/24,"{""date"": ""4/1/24""}",0.18437,0.1844,index,5,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/24"", ""relative_ai_hiring_index"": ""0.18437""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,4/1/25,"{""date"": ""4/1/25""}",0.02983,0.0298,index,36,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""4/1/25"", ""relative_ai_hiring_index"": ""0.02983""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/18,"{""date"": ""5/1/18""}",0.18151,0.1815,index,9,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/18"", ""relative_ai_hiring_index"": ""0.18151""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/19,"{""date"": ""5/1/19""}",0.04191,0.0419,index,23,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/19"", ""relative_ai_hiring_index"": ""0.04191""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/20,"{""date"": ""5/1/20""}",0.03972,0.0397,index,35,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/20"", ""relative_ai_hiring_index"": ""0.03972""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/21,"{""date"": ""5/1/21""}",0.0117,0.0117,index,13,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/21"", ""relative_ai_hiring_index"": ""0.0117""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/22,"{""date"": ""5/1/22""}",0.00604,0.006,index,4,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/22"", ""relative_ai_hiring_index"": ""0.00604""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/23,"{""date"": ""5/1/23""}",-0.14452,-0.1445,index,38,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/23"", ""relative_ai_hiring_index"": ""-0.14452""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/24,"{""date"": ""5/1/24""}",0.23133,0.2313,index,2,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/24"", ""relative_ai_hiring_index"": ""0.23133""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,5/1/25,"{""date"": ""5/1/25""}",0.02835,0.0284,index,37,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""5/1/25"", ""relative_ai_hiring_index"": ""0.02835""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,6/1/18,"{""date"": ""6/1/18""}",-0.00847,-0.0085,index,36,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""6/1/18"", ""relative_ai_hiring_index"": ""-0.00847""}"
Industrial adoption and deployment,"AI vs. overall hiring rate growth by geographic area, 2018–25",relative_ai_hiring_index,South Korea,6/1/19,"{""date"": ""6/1/19""}",0.15439,0.1544,index,5,46,4. Economy,fig_4.4.16,4. Economy\Data\fig_4.4.16.csv,4. Economy\Charts\fig_4.4.16.pdf,"Korea-specific AI diffusion, labor market, or robotics deployment indicator.","{""country"": ""South Korea"", ""date"": ""6/1/19"", ""relative_ai_hiring_index"": ""0.15439""}"
